mobile_file	domain	web_route_candidates	nav_markers	action_markers	http_methods	status	endpoint_markers
payments/processing.tsx	payments		5	2	POST	missing-or-merged-route-review	/${MAX_ATTEMPTS} | /../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /Animated.View | /AppText | /View | /initiated | /moyasar/payments/sync/${moyasarId} | /payments/failed | /payments/processing.tsx | /payments/success | /payments/verify/${moyasarId} | /wallet/topup/confirm | /}
payments/success.tsx	payments		7	5		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/context/CartContext | // | /Animated.View | /AppText | /TouchableOpacity | /View | /consultations/booking-pending | /consultations/booking-success | /consultations/clinic-location | /consultations/home-visit-tracking | /payments/success.tsx | /pharmacy/order-tracking | /utils/dates | /wallet/hub
pharmacy/barcode-scanner.tsx	pharmacy		5	9	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | /../src/utils/localize | // | /AppText | /Card | /TouchableOpacity | /View | /ai/medicine-image-search | /medicines/by-barcode/${encodeURIComponent | /medicines?search=${encodeURIComponent | /pharmacy/drug-not-found | /pharmacy/product-detail | /search | /}
pharmacy/broadcast-status.tsx	pharmacy		1	2	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /ScrollView | /View | /orders/bids/${bidId}/accept | /orders/bids/request/${orderId} | /pharmacy/broadcast-status.tsx | /pharmacy/order-tracking
pharmacy/cart.tsx	pharmacy	/cart	3	12		partial-route-only	/../src/components/LocalizedAlert | /../src/components/LocalizedText | /../src/context/AppContext | /../src/context/CartContext | /../src/theme/colors | // | /LocalizedText | /ScrollView | /TouchableOpacity | /View | /consultations | /pharmacy/cart.tsx | /pharmacy/checkout | /pharmacy/manual-order | /}
pharmacy/chat-with-pharmacist.tsx	pharmacy		1	10	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /Animated.View | /AppText | /TouchableOpacity | /View | /chat/history | /chat/threads/${threadId}/messages | /chat/threads/${tid}/messages | /chat/threads/booking | /jpeg | /media/upload | /orders/${orderId} | /pharmacy/cart | /utils/dates | /}
pharmacy/checkout.tsx	pharmacy	/cart/checkout	4	7	POST	partial-route-contract-review	/../src/components/LocalizedAlert | /../src/components/LocalizedText | /../src/context/AppContext | /../src/context/CartContext | /../src/theme/colors | /../src/utils/api | // | /LocalizedText | /ScrollView | /TouchableOpacity | /View | /finance-engine/coupons/validate | /finance-engine/loyalty/redeem-quote | /orders/create | /pharmacy/checkout.tsx | /pharmacy/order-tracking | /pharmacy/waiting-for-pharmacy | /profile/insurance | /shared/location-picker | /users/me/profile | /wallet/balance | /}
pharmacy/custom-item.tsx	pharmacy		1	4	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /ScrollView | /TouchableOpacity | /View | /jpeg | /media/upload | /pharmacy | /support/requests
pharmacy/drug-not-found.tsx	pharmacy		1	6		missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /g | /patient/pharmacy/shortage-flags/lookup?generic_name=${encodeURIComponent | /pharmacy | /}
pharmacy/filters.tsx	pharmacy		1	8		missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedText | /../src/context/AppContext | /../src/theme/colors | /../src/utils/api | // | /LocalizedText | /ScrollView | /TouchableOpacity | /View | /medicines/filters | /pharmacy | /pharmacy/filters.tsx | /}
pharmacy/manual-order.tsx	pharmacy		1	4		missing-or-merged-route-review	/../src/components/LocalizedText | /../src/context/AppContext | /../src/context/CartContext | /../src/theme/colors | // | /KeyboardAvoidingView | /LocalizedText | /ScrollView | /TouchableOpacity | /View | /pharmacy/cart | /}
pharmacy/medicine-compare.tsx	pharmacy		0	2		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | /../src/utils/localize | // | /AppText | /ScrollView | /TouchableOpacity | /View | /medicines/compare | /}
pharmacy/order-confirm.tsx	pharmacy	/orders/[orderId]	2	3	POST	partial-route-contract-review	/../src/components/LocalizedAlert | /../src/components/LocalizedText | /../src/context/AppContext | /../src/theme/colors | /../src/utils/api | // | /LocalizedText | /ScrollView | /TouchableOpacity | /View | /orders/${orderId} | /orders/${orderId}/approve-basket | /orders/${orderId}/reject-basket | /pharmacy/order-confirm.tsx | /pharmacy/payment | /pharmacy/waiting-for-pharmacy | /}
pharmacy/order-history.tsx	pharmacy	/orders	2	4		partial-route-only	/../src/components/LocalizedText | /../src/context/AppContext | /../src/context/CartContext | /../src/hooks/useGuestGuard | /../src/theme/colors | /../src/utils/api | /../src/utils/localize | // | /LocalizedText | /TouchableOpacity | /View | /orders/mine | /pharmacy/cart | /pharmacy/order-tracking | /utils/dates
pharmacy/order-tracking.tsx	pharmacy	/orders/[orderId]/tracking	3	4		partial-route-only	/../src/components/LocalizedText | /../src/context/AppContext | /../src/theme/colors | /../src/utils/api | // | /LocalizedText | /ScrollView | /TouchableOpacity | /View | /orders/${orderIdStr}/tracking | /orders/:orderId/tracking | /pharmacy | /pharmacy/chat-with-pharmacist | /pharmacy/order-tracking.tsx | /reviews | /utils/dates | /}
pharmacy/payment.tsx	pharmacy	/orders/[orderId]	4	4	POST	partial-route-contract-review	/../src/components/LocalizedAlert | /../src/components/LocalizedText | /../src/context/AppContext | /../src/context/CartContext | /../src/theme/colors | /../src/utils/api | /../src/utils/payment-idempotency | // | /LocalizedText | /ScrollView | /TouchableOpacity | /View | /failed. | /orders/${orderId} | /payments/intent/pharmacy/${orderId} | /payments/intent/pharmacy/:orderId | /payments/processing | /payments/verify | /pharmacy/order-tracking | /pharmacy/payment.tsx | /}
pharmacy/pharmacist-chat.tsx	pharmacy		3	4		missing-or-merged-route-review	/../src/components/LocalizedText | /../src/context/AppContext | /../src/context/SocketContext | /../src/theme/colors | /../src/utils/api | // | /KeyboardAvoidingView | /LocalizedText | /ScrollView | /TouchableOpacity | /View | /pharmacy/cart | /pharmacy/chat/threads | /pharmacy/chat/threads/${threadId}/messages | /pharmacy/order-history | /pharmacy/payment
pharmacy/product-detail.tsx	pharmacy	/medicines/[medicineId]	4	17	POST	partial-route-contract-review	/../src/components/LocalizedAlert | /../src/components/LocalizedText | /../src/components/ProductImage | /../src/context/AppContext | /../src/context/CartContext | /../src/i18n | /../src/theme/colors | /../src/utils/api | /../src/utils/imageUrl | /../src/utils/localize | /../src/utils/prefetch | /../src/utils/productNav | // | /Animated.View | /LocalizedText | /Modal | /ScrollView | /TouchableOpacity | /View | /category/name | /category/package | /medicines/${id}/details?lang=${currentDbLang | /medicines/${id}/suggest-change | /pharmacy/cart | /pharmacy/product-detail | /}
pharmacy/product-search.tsx	pharmacy		0	0		missing-or-merged-route-review	// | /search
pharmacy/reorder.tsx	pharmacy		2	7	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | /../src/utils/localize | // | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /orders/${orderId} | /orders/${orderId}/reorder | /orders/${orderId}/reorder-partial | /pharmacy | /pharmacy/waiting-for-pharmacy | /}
pharmacy/rx-order.tsx	pharmacy		1	2		missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/context/CartContext | /../src/utils/api | // | /AppText | /Card | /ScrollView | /View | /cart/prescription | /pharmacy/checkout | /pharmacy/rx-order.tsx
pharmacy/scan-prescription.tsx	pharmacy		1	3	POST	missing-or-merged-route-review	/../src/components/LocalizedAlert | /../src/components/LocalizedText | /../src/context/AppContext | /../src/context/CartContext | /../src/theme/colors | /../src/utils/api | /../src/utils/localize | // | /LocalizedText | /TouchableOpacity | /View | /ai/prescription-ocr | /jpeg | /pharmacy/cart | /pharmacy/rx-order | /prescriptions/upload | /}
pharmacy/waiting-for-pharmacy.tsx	pharmacy		2	1	POST	missing-or-merged-route-review	/../src/components/LocalizedAlert | /../src/components/LocalizedText | /../src/context/AppContext | /../src/theme/colors | /../src/utils/api | // | /Animated.View | /LocalizedText | /TouchableOpacity | /View | /orders/${orderId} | /orders/${orderId}/cancel | /orders/:orderId | /pharmacy | /pharmacy/order-confirm | /pharmacy/waiting-for-pharmacy.tsx | /}
pharmacy/wishlist.tsx	pharmacy		1	5	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/context/CartContext | /../src/utils/api | /../src/utils/localize | // | /AppText | /TouchableOpacity | /View | /pharmacy/product-detail | /users/me/wishlist | /users/me/wishlist/${id}
profile/addresses.tsx	profile		0	2	PATCH	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /ScrollView | /TouchableOpacity | /View | /users/me/addresses | /users/me/addresses/${id}
profile/edit.tsx	profile		0	0		missing-or-merged-route-review	// | /health/edit-profile
profile/index.tsx	profile	/profile	3	6		partial-route-only	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/hooks/useGuestGuard | /../src/store/slices/authSlice | /../src/utils/api | // | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /consultations/appointments | /health | /health/edit-profile | /health/family-hub | /health/medications | /health/prescriptions | /health/reports | /loyalty/account | /loyalty/hub | /orders | /profile/addresses | /profile/index.tsx | /profile/insurance | /settings | /wallet/hub | /welcome
profile/insurance.tsx	profile	/[locale]/insurance	0	7	POST	partial-route-contract-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/hooks/useGuestGuard | /../src/utils/api | // | /AppText | /ScrollView | /TouchableOpacity | /View | /insurance/companies | /insurance/companies/${c.id | /networks | /users/me/insurance
programs/active.tsx	programs		1	5	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /loyalty/hub | /medical/programs/active | /medical/programs/complete-session | /programs/active.tsx | /}
reports/ai-analysis.tsx	reports		0	0		missing-or-merged-route-review	/health/reports
reports/hub.tsx	reports	/health/reports	3	6		partial-route-only	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | /../src/utils/localize | // | /AppText | /Card | /S21: | /ScrollView | /View | /dates/abnormal | /hub.tsx | /medical-reports/mine | /medical-reports/mine?limit=100 | /reports/ai-analysis | /reports/view-report | /utils/dates
reports/passport.tsx	reports		0	3		missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /medical-profile | /medical-profile/passport-token | /reports/passport.tsx | /}
reports/timeline.tsx	reports		1	4		missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /medical-reports/timeline | /reports/passport | /reports/timeline.tsx | /}
reports/view-report.tsx	reports		1	4		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | /../src/utils/localize | // | /AppText | /Card | /S21: | /ScrollView | /View | /reports/${params.id} | /reports/:id | /reports/ai-analysis | /share | /utils/dates
returns/detail.tsx	returns		0	1		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /ScrollView | /TouchableOpacity | /View | /pharmacy/returns/${returnId}
returns/hub.tsx	returns		3	5		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /TouchableOpacity | /View | /pharmacy/returns | /returns/detail | /returns/new-request | /}
returns/new-request.tsx	returns		2	10	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /ScrollView | /TouchableOpacity | /View | /pharmacy/returns | /returns/hub | /returns/new-request.tsx | /}
reviews/index.tsx	reviews		0	5	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /ScrollView | /TouchableOpacity | /View | /patient-ux/review | /reviews/index.tsx | /}
room/[id].tsx	room		0	4		missing-or-merged-route-review	// | //live.nabd.plus | /DSText | /LiveKitRoom | /SafeAreaView | /TouchableOpacity | /View | /calls/${id}/join | /design-system | /react-native | /services/HttpClient | /store | /vector-icons | /}
s/[type]/[slug].tsx	s		2	0		missing-or-merged-route-review	/-/g | /../../src/components/LocalizedText | /../../src/utils/api | // | //app.nabdahplus.com/s/:type/:slug | /LocalizedText | /View | /consultations/clinic/[id] | /consultations/doctor-profile | /diagnostics/search | /nursing | /pharmacy/product-detail | /search | /seo/resolve/${type}/${encodeURIComponent
search/index.tsx	search		9	3		missing-or-merged-route-review	/../src/components/LocalizedText | /../src/context/AppContext | /../src/theme/colors | /../src/utils/api | // | /LocalizedText | /ScrollView | /TouchableOpacity | /View | /[id] | /articles/${r.slug | /async-storage | /community/post-detail | /consultations/doctor/${id} | /diagnostics/test-detail | /family/member-health | /health | /home/search?q=${encodeURIComponent | /insurance/hub | /pharmacy/product-detail
services/index.tsx	services		1	2		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | // | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /ai/monthly-report | /ai/prescription-translator | /ai/symptom-checker | /community/hub | /consultations | /diagnostics | /emergency/sos | /family | /health | /health/smart-reminders | /insurance | /loyalty/hub | /map | /maternity/hub | /mental-health | /nursing | /nutrition/hub | /offers | /orders | /pharmacy | /reports/view-report | /services/index.tsx | /wallet/hub
settings/about.tsx	settings		2	4		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | // | //instagram.com/nabdahplus | //nabdahplus.com | //twitter.com/nabdahplus | /Animated.View | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /settings/privacy | /settings/terms
settings/data.tsx	settings		1	2		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /ScrollView | /TouchableOpacity | /View | /settings/data.tsx | /settings/privacy | /users/me/storage
settings/feedback.tsx	settings		0	5	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /TouchableOpacity | /View | /settings/feedback.tsx | /support/feedback | /}
settings/help.tsx	settings		2	5		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /7 | /AppText | /ScrollView | /TouchableOpacity | /View | /config | /settings/feedback | /settings/help.tsx | /settings/support-chat | /support/faqs | /}
settings/index.tsx	settings	/settings	3	3		partial-route-only	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/store/slices/authSlice | /../src/utils/dates | // | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /profile | /settings/about | /settings/language | /settings/notifications-settings | /settings/privacy | /settings/security | /settings/support-chat | /settings/terms | /support/chat | /welcome
settings/language.tsx	settings		0	2		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | // | /AppText | /TouchableOpacity | /View | /settings/language.tsx
settings/notifications-settings.tsx	settings		0	1	PATCH	missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /Animated.View | /AppText | /Card | /ScrollView | /View | /users/me/notification-settings
settings/notifications.tsx	settings	/[locale]/notifications	0	0		partial-route-only	// | /settings/notifications-settings | /users/me/notification-settings
settings/privacy.tsx	settings		0	2	PATCH,POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /ScrollView | /TouchableOpacity | /View | /settings/privacy.tsx | /support/requests | /users/me/privacy-settings
settings/security.tsx	settings		0	4	DELETE,PATCH,POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /ScrollView | /TouchableOpacity | /View | /users/me/change-password | /users/me/security-settings | /users/me/sessions | /users/me/sessions/${s.id} | /}
settings/support-chat.tsx	settings		0	0		missing-or-merged-route-review	// | /support/chat
settings/terms.tsx	settings		0	1		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | // | /Animated.View | /AppText | /Card | /ScrollView | /View
shared/location-picker.tsx	shared		0	11	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/MapPrimitives | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | /../src/utils/selectedAddress | // | /AppText | /MapView | /ScrollView | /TouchableOpacity | /View | /shared/location-picker.tsx | /users/me/addresses | /}
support/chat.tsx	support	/[locale]/chat	0	5	POST	partial-route-contract-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /KeyboardAvoidingView | /ScrollView | /TouchableOpacity | /View | /jpeg | /media/upload | /support/chat | /support/chat.tsx | /}
support/ticket.tsx	support		2	3		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /ScrollView | /TouchableOpacity | /View | /support/chat | /support/ticket.tsx | /support/tickets
voice/index.tsx	voice		1	2		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | // | /AppText | /Card | /LinearGradient | /ScrollView | /TouchableOpacity | /View | /consultations/appointments | /consultations/doctor-search | /diagnostics | /emergency/sos | /nursing | /pharmacy | /voice/index.tsx
wallet/cards.tsx	wallet		0	4	DELETE,POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /26 | /27 | /Animated.View | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /add/remove | /wallet/cards | /wallet/cards/${cardId}
wallet/hub.tsx	wallet		3	8	DELETE,POST	missing-or-merged-route-review	/${digits.slice | /../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/hooks/useGuestGuard | /../src/utils/api | /.test | // | /AppText | /KeyboardAvoidingView | /Modal | /ScrollView | /TouchableOpacity | /View | /YY | /[ | /g | /loyalty/hub | /wallet/balance | /wallet/cards | /wallet/cards/${card.id} | /wallet/hub.tsx | /wallet/spending-data | /wallet/topup | /wallet/transactions | /wallet/transactions?page=1&limit=4 | /wallet/transfer | /}
wallet/topup.tsx	wallet		1	3	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /ScrollView | /TouchableOpacity | /View | /[ | /g | /payments/processing | /wallet/balance | /wallet/topup | /wallet/topup.tsx | /wallet/topup/confirm
wallet/transactions.tsx	wallet		0	2		missing-or-merged-route-review	/../src/components/Icon | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /TouchableOpacity | /View | /utils/dates | /wallet/transactions | /wallet/transactions.tsx | /}
wallet/transfer.tsx	wallet		0	3	POST	missing-or-merged-route-review	/../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /ScrollView | /View | /wallet/balance | /wallet/transfer | /wallet/transfer.tsx
wearables/hub.tsx	wearables		0	2	POST	missing-or-merged-route-review	/${Number | /../src/components/Icon | /../src/components/LocalizedAlert | /../src/components/ui | /../src/context/AppContext | /../src/utils/api | // | /AppText | /Card | /ScrollView | /View | /[ | /dL | /g | /health/vitals | /}
