surface	candidate_kind	source_path	sha256	line_count	action_lines	state_signal_lines	notes
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/order-history.tsx	031c7b56c87d31562da6621a73bd7249274985c8f0b3d52f2f061daad492e0b6	339	108,126,152,196,197,263	30,36,67,186,198	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/payment.tsx	779f54f75a7a18a253bab5b1ad7367d2f2db82314905033f31aa476f9d525759	260	69,74,80,87,120,123,135,226	3,5,6,21,33,34,53,54,56,57,58,60,62,69,74,78,80,104,113,158,160,163,165	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/order-tracking.tsx	dbc97efdff695a5df2e8bab953037aa712bf6566478206d234ff26c23c37c27b	252	82,100,126,206,246	3,4,241,245,246	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/wishlist.tsx	64c686f15d84d4219dccf4ed686ace5e91d4d856f38c94ecc423647c506d0fc2	247	83,98,114,120,162,163	64,94,196	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/broadcast-status.tsx	c4ed4e617646a2a3e8066fc98df6436927fa334d1c156b5c817529ea72635027	104	47,61,89	1,18,47,48,49,72,73,89	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/waiting-for-pharmacy.tsx	b9f7c19a3e588432eac96448849b4fd5562bac907c5eb94367a54ef6c3b30d1b	351	6,103,129,130,133,257	6,7,90,96,98,99,100,104,116,130,132,268	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/reorder.tsx	4b591796241f9ed827cd3b34a69ad652919f87148911d91158279f98e92a1e32	160	67,81,88,97,113,117,127,144	20,26,27,28,69,144	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/rx-order.tsx	3cc1d5f9ce284fb3f5cca5d3b0cf349ccc307686d3a0d0a664563fbd400777a7	129	57,71,116	1,19,56,94,116	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/checkout.tsx	4177253a8e409ef4fc180ef70081e75ddbc686a2b7a5d4533b0133760c2d69fb	426	6,106,107,117,172,176,189,215,241,260,283,317,385	4,7,55,66,74,99,100,105,107,165,172,276,308	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/pharmacy/medicine-compare.tsx	04d486c9fc00314543f00b43212bb0e9d57e3926dd1b7c7c28f43af1538ed419	144	59,113	31,40	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/settings/index.tsx	4045e994f47d1ed060d7a3ba9d5a994b50e6bb872d8580e504173adb15dd87e1	237	83,89,92,109,121	75,76,180,198	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/settings/language.tsx	a50f4e891637009c732f408f2ae0b8f5163cd505d33c513b434abefa77b3c792	61	19,30	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/settings/terms.tsx	80b467688976e2c7c11c5190aa7dd3e52142e3781ede56b0b2260309e12bceea	197	80	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/settings/notifications-settings.tsx	769171a9bf784d0f0397e3feea673c5e845e9fe53ef74773431148849c4955b3	359	197	158,159	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/settings/notifications.tsx	99dd68e29559d361663d6303f43406e629d545695175d8fec60ff4da9e9fbe4b	9	7	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/settings/support-chat.tsx	0fd0f3a07b50e5563254eef515a33f73929d482bf2affa2d44cf7b9d97b558ae	6	4	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/settings/help.tsx	c99fd09f18b5312eb8f0d88fcae4bada665d965ff88017e16143dd50bf3dbe3e	291	55,92,93,113,141,160	35,132	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/settings/data.tsx	c07b14c3bb1a1267584a021ae601f5b8e17b0d8db5a0b49134d6b2f7501a79a9	222	54,77,134	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/settings/about.tsx	1330ae41b08a18f7d8503249f8e572209b5104c9ebfb55d8c6b1651f344db403	399	78,136,221,238	265	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/settings/security.tsx	886b8c82d9cea839d7c83c36cd006f074735c86ada1d1a3d2cc29434fcc7edf1	431	103,130,199,258,293	85,99,281	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/settings/feedback.tsx	1d1cedad8fc7e2ef06528b46392b6373fa0d24ddede93ff8048808f017943331	235	62,88,103,121,162	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/settings/privacy.tsx	6b675764d848138498d6f73c76e836da38fef810e9072cabd808e1fefe930abb	232	95,153,162	158	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/insurance/submit-claim.tsx	10394928e5bf67cd556b30b943ca91097ca0fa57aabe835abf17a89976265025	186	68,78,97,116,135	2,27	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/insurance/benefits-summary.tsx	f5f31213f8f5a8aba005d0245afce88e7d665377660ca08e3b047543ba43f904	163	34	2,21	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/insurance/index.tsx	14545ca352e5a30fb45ea67efcad9ee601caf4c62f325e58a0e2432c6e9ec279	8	6	6	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/insurance/hub.tsx	53f8e884394bdf0308e180e4d245b9564e48d84367ec4c627a1d069a6e659a70	518	205,207,270,284,297,329,354,362,387,399,429	2,61,62,65,75,76,77,78,86,95,115,122,125,151,160,161,196,205,297,329,354,362,387,399	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/insurance/network-providers.tsx	c4839e5baf194593122eb7919e1f5b1143204d68711f6f3a4f03d9f53f8ef249	346	92,132,177,218	2,45,47,53,160,172,176,177	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/insurance/add-policy.tsx	57c84ef784eb079668c10c913919e60152163f8586a9b3d92f645032759fa24a	204	91,103,110,140,168	29,44,78,91	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/insurance/claim-tracking.tsx	a79760f4d4912737820feed13aee9ee42789ad87c8e0f440617d08481a3988de	155	48,53,108,112	2,17,25,30,48,107,112	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/insurance/refund-status.tsx	dc86528f1844c45dc362e785f252ef0a69e014880ed9d0d19933e7ed4b359bde	146	61	30,69	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/insurance/coverage-check.tsx	578916a6df5d131848343f79b4c7256df5d04e91430bec06d9502b9baa46c7d8	264	81,140,148,163,176,199	2,20,35	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/insurance/copay.tsx	7ff35a2661d65523f577e5f01561f6d34bf1c5070dd9e3366186e808dc92fe10	135	58,102	10,21,26,27,31,36,38,53,54,56,58,60,103,105	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/insurance/payment-split.tsx	77234a94abb1ec6afe1b168c279b854e3a7adebcb7a7d1ec628096844768d2da	77	46,60,62,66,67,68,69	1,10,11,19,21,27,41,44,46,57,62,67,68	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/insurance/policy-detail.tsx	4ae02f4acd367d41f60605d380fd69249605f0ceadb40d1572d198acceffb5b0	176	51,71,107	21,25,67,71,107	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/insurance/approval-pending.tsx	b48b1921bf72a7c6658dff4c17549310ea83e990963d054e875d839b55301229	192	87,103,105,106,177	22,32,34,50,51,87,97,99	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/emergency/sos.tsx	e3cabb52b1e19a80f2743eb818dbe28979b35070b173c4fa477ae5b87b00f382	316	44,67,107,117,177,206,234	40	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/emergency/sos-active.tsx	a2295e0840ae95f46a7879e96b65ad4cada043a4138c35de97722b8d55f52d58	208	73,81,100,158,186,187	69,79	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/emergency/index.tsx	ee21ec71bc132939651f26c6ab0035ca8ba0979a3962eef6092e7ad4c6301136	6	4	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/emergency/tracking.tsx	d0725354447c85244ebc40d469df997a63b4f3c003ec1df91a6457131d97debe	149	59,60,73,127	20,36,47,48,53,56,60	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-mobile	SCREEN_OR_ROUTE_CANDIDATE	app/programs/active.tsx	7fb2f438eba2f5abfc89ab038e37328fcecb5b03b2e5e8f08117ae502e6aeb3f	225	70,99,104,114,160,184	35,67,84	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	client/src/pages/Home.tsx	2eaea972c22e4e1f35a424ed5c1a9d993918220ad54bf6dbe5ea6574595f100f	34	13,14	16	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	client/src/pages/NotFound.tsx	4062794318dde4d0a321e0332cdee2cea68d19c1d9d81889ff425b02ed183f64	53	41	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	client/src/pages/ComponentShowcase.tsx	d3905f3521d77e97b7d7c6198a6f915bf45f68223c74552e7e728f4fe10ca79a	1438	236,714,720,742,743,752,754,765,766,850,854,1050,1054,1323,1333,1344,1354,1365,1375	1334,1366,1380,1382,1403	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/robots.ts	0d099032d390a23e74e9dc35925e9a2cdab51234c31338ee6456d927bcc29077	11	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/sitemap.ts	be6f4528515fc70f4002b4d7d37a5a7caa9a134e39eb04aac4b4816b49ee9e33	10	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/global-not-found.tsx	bab61c181a056b6194789b7a1a66dd0dbfede14bedcb2812b50ce1464ac45834	9	7	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/layout.tsx	7b7a6df86c5bbcb56d49561f75815d3c8b79866f3edb1b3db00955964c0cfe9c	9	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/manifest.ts	c8596f567caf999fae6da4606db3cac1b6e59d7aa01c08aedf600316f241d401	17	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/api/auth/login/route.ts	fc69d2fa63fcafc604b625ec855e844652f79f6c063a3ad22a49f072ff5d07de	21	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/api/auth/otp/request/route.ts	7f22bc2ae4965fa8021006597349b701c02bae5d71a2ca3824f29315f51c812e	14	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/api/auth/otp/verify/route.ts	a73d7369746a17ee00dee84d9821212afbb2bd73a6ccaa79fa068d41a3857a39	20	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/api/auth/verify-2fa/route.ts	faeeec6c565cd6a9f7ab29e134b5b46df5e6628f7ae55957f2c928731e96e59d	20	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/api/auth/session/route.ts	50932d1d96dc6fc6b561e5f465b92f56f7b85dffb67e45a714e080eefdc96ba2	6	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/api/auth/session/exchange/route.ts	706bd91b7402bce1e97a10eb73a60be32b95843389de2dc3cc98411fe995be3c	24	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/api/auth/logout/route.ts	2b50e082285f77b861be63f9f0ecaf0ee9695a42f813cf91d30e25a609e2215f	6	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/api/appointments/book/route.ts	aed1f9332453b22910a7396339e60bf23c24161c373402fac126a48fbe1d9be4	31	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/api/appointments/[appointmentId]/reschedule/route.ts	532ca60ec3ea00e2cde670c8d6562248665fa19a93cfd4ce79be46e4d9e1f67a	25	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/api/appointments/[appointmentId]/payment-intent/route.ts	1d3c4e430410d99ebb940aa5714c7ff6b89da2e953d5f8eef392a0901dd8adae	27	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/api/appointments/[appointmentId]/cancel/route.ts	e32f344c3bd24eadc07d213e476d5d4552680af49e0c630c933db45b5638336a	25	NONE	20	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/api/appointments/[appointmentId]/call-token/route.ts	46bee85e27f1d8894e6c0a230d14fd3cbf2e7300b8b56e8595e4b464fba300c7	23	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/api/patient/[...path]/route.ts	740115708afe90d926aa10b548683b7a5139dc146e069f26133e5f8cf36d269a	12	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/favicon.ico/route.ts	ccec85807d89b5de049a299efb0ad7e259889a5bc4e605b3635c604688ef3d9f	14	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/llms.txt/route.ts	cef8743549b72232864cb47a61dea0650ca3533792cc3d9ccb9ae8471c47c546	32	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/loading.tsx	022237cf837a09b648bf3ce1afbbaa48414b078827cfa412a9a790135385852d	9	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/error.tsx	d6c82a56d9a56e932d9cbd83cd5a0e3255195c0db5fbda4c8117976e168535e4	11	9	5,9	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/page.tsx	7a97ff0734319af803e9640c64ff82caa8228bb0a376a94e496be25b919eaa82	12	11	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/not-found.tsx	fb9e03f2b81a7e5530ab97607840d7e122ae1f2e0a35ff1d8ac98b0e1e23058e	17	15	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/layout.tsx	bc30470308c5a43c7e8c134080b2c8ec9718aed4d008438dfee0c11488408c2e	16	15	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/login/page.tsx	4f25597af542bfd065e8038efaf4730a4344fae6dbaaee56466064f467a8a1f2	11	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/profile/page.tsx	8b7244ec55a20d0d14625edc4b787b9e539607ebfbb6c2154c8d6fcbfb82ef9e	60	58	8,13,31,34,39,40,41,58	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/cart/page.tsx	836c660d9ad8a9895eb8f7c2f454ccdafd277ee571098c025cd98124cd1b27c0	35	32	9,31,32	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/cart/prescription/page.tsx	08a637335b65f084562babf5cf2bbfc5d193401816c55f157358f2a9d6ef2da5	32	29	8,28	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/cart/checkout/page.tsx	1da01825d6868b6471d09c2b07d91ca12351f655a01cdd42e7bbb5d599ad5e1a	35	32	9	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/medicines/page.tsx	9791aadc7b7bb46bccc524f4ced9676679f47aa6e82cfdb74549bcce5c319b11	55	44	8,43	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/medicines/[medicineId]/page.tsx	fb1e417c5df26436443807f5d1687e107fdc0600ddb84597c1fec7ce66ab5500	66	61	10	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/reminders/page.tsx	41037ce2c21801e73671edbca6ed3ee4264ce0c00149892eb94baaedf78ee952	29	NONE	8,27	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/medicine-catalog/page.tsx	3eb6ab43642c6bf97f25be65f7edad3a9403dd3671aefd10c6256340cf9e0be6	46	44	9,44	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/notifications/page.tsx	6ba87756f352753d95ec3c78a682d25658daff4fbd495d7cfd7f19ef27330379	27	25	9,25	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/notifications/settings/page.tsx	d4c0b0234e6ad8c6b97b558685d8c8d4b731f5691bcddeec4892cc5092ea2bcf	33	NONE	8	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/diagnostics/page.tsx	6269a4a7fae430aca15dcd785f9a9ea10a3c1dafe6693ba3261a2d250dc8b8aa	49	36	8,36	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/diagnostics/[domain]/[bookingId]/page.tsx	a31a1a0ab65c00d86242f96d1816948cff4aeca754f208e852ede28ef4f1c815	41	31	8	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/diagnostics/labs/page.tsx	f82abd97031612cb0c5d72440288963539dcc1587baa9857e7f2d21c7418cc0d	28	20	20	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/diagnostics/radiology/page.tsx	bb165d0e9c70608913104eac2be5cecc5f18cfc1778063e9ec78d29474a49857	23	19	19	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/diagnostics/packages/page.tsx	cc9dc294fb33b4ddc6dc2ce86294eedb785c317a27167af198415b4b72bc4658	28	19,25	19	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/diagnostics/packages/[packageId]/page.tsx	12614ddcbf0c039f8c61141c539cf8166e31b62f34402f01c1af991a990a2322	42	18,20,28	18,20	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/dashboard/loading.tsx	7e96483ce2656f2817a1feabaf76238549024d789b001215b473bee3de335d2d	3	NONE	2	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/dashboard/page.tsx	06015f1009086723ad4f7f5c8aaeb5148d4b6a07e093ac0e215b8f5d63b27c85	77	68,71,72,73,74	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/health/page.tsx	7a25927267f37ca087b307ce07d740c1281a62ec708d10793fee40da3d462aea	51	49	10,49	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/health/reports/page.tsx	58b3159bf40d8a1ebc1c7496bbe3ad243ad5464161c800051f0be69de19690ca	11	NONE	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/health/chronic-diseases/page.tsx	a21440787cee24f1ad27cf1adc8d426774d9822443726d7b10bfde0a50270a18	13	12	9,12	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/health/trends/page.tsx	f87a2cd9d72a40f20c4a7d9625b7f17d846d8e96714a4791a905926b39dea698	14	13	9,13	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/health/vitals/page.tsx	75f595cfd5166c91c4d570791945fde8d73857b7617b38f444cbce474cd1b312	13	12	9	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/health/score/page.tsx	01b68a1605e04c22a592aac9978c3f78435410854275fcf1e59aac7fc21a3824	21	19	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/health/chronic-medications/page.tsx	7a2714110230c55ef22e47ad2e5663033b7f2c7be310ea964b7e3cfa46ab74a9	13	12	9,12	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/health/emergency-contacts/page.tsx	24e166a5d90ab661194fd0ec71f3d313fb113434a2ea86687877ee201ce7fe1c	13	12	9,12	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/health/sleep/page.tsx	d53db078acb3737adffa8d2660e32c8689dceed01603f472c989aa3fd967348a	13	12	9,12	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/mental-health/page.tsx	1c4ad91b59aa1028cb974de85574513a252e7808ee25539333f231a8757132dc	12	11	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/mental-health/mood/page.tsx	e80be3733662478fd4b58a3fce1eefb7c64be5435dc6f3f4463c8ce3e6521aac	13	12	9	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/mental-health/breathing/page.tsx	8b77dd5acc5823bc99ea13d7cea448b345155ec2ae99dbaef12aa163b920057b	13	12	9	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/mental-health/crisis-contacts/page.tsx	9a60a97c9f322528a9ef8ca43d3d53904d38a0ca31bfd5f7ca66ddc565b90bca	13	12	9	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/mental-health/meditation/page.tsx	a6ac3b1c45e4021ec8eff4cf9553c9961570f2615da8c688a858cb876bd14327	13	12	9	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/prescriptions/page.tsx	d4ed3d36bd529b0c331e085c07abc4df0ac475e0615363b80a1d99fb95b6a833	45	NONE	7,32	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/prescriptions/[prescriptionId]/page.tsx	a5ca4b7cfd0dc99ac5ba410adb297bdf61bfecdd3676433ca7995d44edc64c6d	27	23	NONE	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/articles/page.tsx	c079fdde4ec96f25eb5264fbdff7b2b665a466f9baf58be80048613d8da7b06e	12	11	8,11	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/articles/[slug]/page.tsx	6891bdb73512bc1d5ef6cddc24113ab95930d6fee771bc28ba4ec53f713b59ca	12	11	8	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/articles/bookmarks/page.tsx	661b44e7c0da0025083be561409c4d8698d9d817aac24e3987b047047b7b6fa4	13	12	9,12	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/orders/page.tsx	7ee0d21d7058dd02be070a1e698059f6caed554ee6b76139a46fa8c8ab3974b6	42	40	9,38,40	Candidate only; requires human route/screen/action confirmation. No parity claim.
patient-web	SCREEN_OR_ROUTE_CANDIDATE	app/[locale]/orders/[orderId]/page.tsx	1d90c3b4f7c7e3ca4ba89d8fea0c5c6d548a0751c804d47298cf99b7a31dd9bd	44	29,40	8,10	Candidate only; requires human route/screen/action confirmation. No parity claim.
