surface	file	line	kind	target_or_expression	source
mobile	app/health/conditions-allergies.tsx	25	api-call	'/medical-profile'	try { const response: any = await apiFetch('/medical-profile'); const doc = response?.data || response || {}; setProfile({ chronic_diseases: Array.isArray(doc.chronic_diseases) ? doc.chronic_diseases : [], allergies: Array.isArray(doc.allergies) ? doc.allergies : [] }); }
mobile	app/health/conditions-allergies.tsx	34	api-call	`/medical-profile/${list}`	try { await apiFetch(`/medical-profile/${list}`, { method: 'POST', body: JSON.stringify({ name }) }); list === 'allergies' ? setAllergy('') : setCondition(''); await load(); }
mobile	app/health/conditions-allergies.tsx	40	api-call	`/medical-profile/${list}/${id}`	try { await apiFetch(`/medical-profile/${list}/${id}`, { method: 'DELETE' }); await load(); }
mobile	app/health/conditions-allergies.tsx	47	button/onPress		"<View style={[styles.header, { paddingTop: insets.top + 16 }]}><View style={{ width: 44 }} /><AppText variant=""h3"">الأمراض والحساسية</AppText><IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} /></View>"
mobile	app/health/conditions-allergies.tsx	50	button/onPress		"{error && <Card style={styles.error}><AppText variant=""bodySM"" color=""#B91C1C"" align=""right"">{error}</AppText><Button label=""إعادة المحاولة"" variant=""outline"" size=""sm"" full={false} onPress={load} /></Card>}"
mobile	app/health/conditions-allergies.tsx	58	button/onPress		"return <Card style={styles.section}><AppText variant=""h6"" align=""right"">{title}</AppText><Input value={value} onChangeText={onChange} placeholder={placeholder} /><Button label={addLabel} variant=""outline"" size=""sm"" full={false} loading={adding} onPress={onAdd} />{items.length === 0 ? <AppText variant=""caption"" color={colors.textTertiary} align=""right"">لا توجد عناصر مسجلة.</AppText> : items.map((item) => <View key={item.id} style={[styles.item, { borderTopColor: colors.borderLight }]}><AppText variant=""bodySM"" style={{ flex: 1, textAlign: 'right' }}>{itemText(item)}</AppText><Button label=""حذف"" variant=""ghost"" size=""sm"" full={false} loading={action === `delete-${item.id}`} onPress={() => onRemove(item.id)} /></View>)}</Card>;"
mobile	app/health/edit-profile.tsx	25	api-call	'/medical-profile'	const [medicalResponse, userResponse]: any[] = await Promise.all([apiFetch('/medical-profile'), apiFetch('/users/me/profile')]);
mobile	app/health/edit-profile.tsx	40	api-call	'/medical-profile'	try { await apiFetch('/medical-profile', { method: 'PATCH', body: JSON.stringify({ ...draft, height_cm, weight_kg }) }); router.back(); }
mobile	app/health/edit-profile.tsx	57	api-call	'/media/upload'	const upload: any = await apiFetch('/media/upload', { method: 'POST', body: formData });
mobile	app/health/edit-profile.tsx	60	api-call	'/users/me/profile'	await apiFetch('/users/me/profile', { method: 'PATCH', body: JSON.stringify({ avatar_url: url }) });
mobile	app/health/edit-profile.tsx	68	button/onPress		"<View style={[styles.header, { paddingTop: insets.top + 16 }]}><View style={{ width: 44 }} /><AppText variant=""h3"">الملف الصحي</AppText><IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} /></View>"
mobile	app/health/edit-profile.tsx	70	button/onPress		"<Card style={styles.avatar}><View style={{ alignItems: 'center', gap: 8 }}><View style={[styles.avatarFrame, { backgroundColor: colors.surfaceSecondary }]}>{avatarUrl ? <Image source={{ uri: avatarUrl }} style={styles.avatarImage} /> : <AppText variant=""h4"" color={colors.textTertiary}>صورة</AppText>}</View><Button label={uploading ? 'جارٍ رفع الصورة' : 'تغيير الصورة'} variant=""outline"" size=""sm"" full={false} loading={uploading} onPress={pickAvatar} /></View><AppText variant=""caption"" color={colors.textTertiary} align=""right"">تُحفظ الصورة الشخصية في ملف المستخدم، بينما المعلومات أدناه تُحفظ في الملف الطبي.</AppText></Card>"
mobile	app/health/edit-profile.tsx	71	button/onPress		"{error && <Card style={styles.error}><AppText variant=""bodySM"" color=""#B91C1C"" align=""right"">{error}</AppText><Button label=""إعادة المحاولة"" variant=""outline"" size=""sm"" full={false} onPress={load} /></Card>}"
mobile	app/health/edit-profile.tsx	74	button/onPress	'/health/conditions-allergies'	"<Card onPress={() => router.push('/health/conditions-allergies')} style={styles.link}><View style={{ alignItems: 'flex-end', flex: 1 }}><AppText variant=""h6"">الأمراض والحساسية</AppText><AppText variant=""caption"" color={colors.textTertiary}>إضافة وحذف العناصر من الشاشة المخصصة</AppText></View></Card><Button label=""حفظ الملف الصحي"" variant=""gradient"" icon=""check_circle"" loading={saving} onPress={save} />"
mobile	app/health/emergency-contacts.tsx	38	api-call	'/health/emergency-contacts'	const res = await apiFetch('/health/emergency-contacts');
mobile	app/health/emergency-contacts.tsx	56	api-call	'/health/emergency-contacts'	const doc = await apiFetch('/health/emergency-contacts', {
mobile	app/health/emergency-contacts.tsx	83	api-call	`/health/emergency-contacts/${c.id}`	await apiFetch(`/health/emergency-contacts/${c.id}`, { method: 'DELETE' });
mobile	app/health/emergency-contacts.tsx	105	button/onPress		onPress={() => setShowAdd(true)}
mobile	app/health/emergency-contacts.tsx	111	button/onPress		<TouchableOpacity onPress={() => router.back()}>
mobile	app/health/emergency-contacts.tsx	139	button/onPress		onPress={() => Linking.openURL(`tel:${c.phone}`)}
mobile	app/health/emergency-contacts.tsx	145	button/onPress		onPress={() => removeContact(c)}
mobile	app/health/emergency-contacts.tsx	200	button/onPress		onPress={addContact}
mobile	app/health/emergency-contacts.tsx	206	button/onPress		<TouchableOpacity onPress={() => setShowAdd(false)} style={[styles.saveBtn, { backgroundColor: colors.borderLight }]}>
mobile	app/health/family-hub.tsx	80	api-call	"""/family/my-group"""	"const grp = await apiFetch(""/family/my-group"");"
mobile	app/health/family-hub.tsx	82	api-call	"""/family/members"""	"const mems = await apiFetch(""/family/members"");"
mobile	app/health/family-hub.tsx	99	api-call	"""/family/create"""	"await apiFetch(""/family/create"", {"
mobile	app/health/family-hub.tsx	142	button/onPress		onPress={() => router.back()}
mobile	app/health/family-hub.tsx	188	button/onPress		onPress={handleCreateGroup}
mobile	app/health/family-hub.tsx	194	button/onPress	"""/family/join"""	"onPress={() => router.push(""/family/join"")}"
mobile	app/health/family-hub.tsx	208	button/onPress	q.route as any	onPress={() => router.push(q.route as any)}
mobile	app/health/family-hub.tsx	231	button/onPress		onPress={() =>
mobile	app/health/family-hub.tsx	232	navigation	{	router.push({
mobile	app/health/family-hub.tsx	263	button/onPress		onPress={() =>
mobile	app/health/family-hub.tsx	264	navigation	{	router.push({
mobile	app/health/family-hub.tsx	274	button/onPress	"""/family/chat"""	"onPress={() => router.push(""/family/chat"")}"
mobile	app/health/family-hub.tsx	283	button/onPress	"""/family/invite"""	"onPress={() => router.push(""/family/invite"")}"
mobile	app/health/health-id.tsx	37	api-call	'/users/me/profile'	apiFetch('/users/me/profile').catch(() => null),
mobile	app/health/health-id.tsx	38	api-call	'/health/emergency-contacts'	apiFetch('/health/emergency-contacts').catch(() => []),
mobile	app/health/health-id.tsx	39	api-call	'/health/chronic-meds'	apiFetch('/health/chronic-meds').catch(() => []),
mobile	app/health/health-id.tsx	86	button/onPress		"<IconButton icon=""share"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={handleShare} />"
mobile	app/health/health-id.tsx	88	button/onPress		"<IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} />"
mobile	app/health/health-id.tsx	199	button/onPress	'/health/emergency-contacts'	<TouchableOpacity onPress={() => router.push('/health/emergency-contacts')}>
mobile	app/health/health-id.tsx	213	button/onPress		onPress={() => contact.phone && Linking.openURL(`tel:${contact.phone}`)}>
mobile	app/health/health-id.tsx	246	button/onPress	'/health/edit-profile'	onPress={() => router.push('/health/edit-profile')}
mobile	app/health/medication-reminder-add.tsx	32	api-call	'/health/reminders'	const response: any = await apiFetch('/health/reminders');
mobile	app/health/medication-reminder-add.tsx	52	api-call	editing ? `/health/reminders/${id}` : '/health/reminders'	const response: any = await apiFetch(editing ? `/health/reminders/${id}` : '/health/reminders', { method: editing ? 'PATCH' : 'POST', body: JSON.stringify(payload) });
mobile	app/health/medication-reminder-add.tsx	60	navigation	{ pathname: '/health/medication-reminder-list', params: notificationResult.permissionDenied ? { alertStatus: 'permission_denied' } : { alertStatus: 'synced' } }	router.replace({ pathname: '/health/medication-reminder-list', params: notificationResult.permissionDenied ? { alertStatus: 'permission_denied' } : { alertStatus: 'synced' } });
mobile	app/health/medication-reminder-add.tsx	66	button/onPress		"<View style={[styles.header, { paddingTop: insets.top + 16 }]}><View style={{ width: 44 }} /><View style={styles.titleWrap}><AppText variant=""h3"">{editing ? t('editTitle') : t('addTitle')}</AppText><AppText variant=""caption"" color={colors.textTertiary}>{t('safeReminder')}</AppText></View><IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} /></View>"
mobile	app/health/medication-reminder-add.tsx	70	button/onPress		"<Animated.View entering={FadeInDown.delay(70).duration(300)}><Card style={styles.section}><SectionTitle index=""2"" title={t('schedule')} colors={colors} /><View style={styles.times}>{TIME_OPTIONS.map((time) => { const selected = times.includes(time); return <TouchableOpacity key={time} accessibilityRole=""checkbox"" accessibilityState={{ checked: selected }} onPress={() => toggleTime(time)} style={[styles.time, { backgroundColor: selected ? colors.primary : colors.surfaceSecondary, borderColor: selected ? colors.primary : colors.border }]}><AppText variant=""labelSM"" color={selected ? '#fff' : colors.textPrimary}>{time}</AppText></TouchableOpacity>; })}</View><AppText variant=""caption"" color={colors.textTertiary} align=""right"">{t('timeZone')}</AppText><Input value={timeZone} onChangeText={setTimeZone} placeholder=""Asia/Riyadh"" /><AppText variant=""caption"" color={colors.textTertiary} align=""right"">{t('timeZoneHint')}</AppText></Card></Animated.View>"
mobile	app/health/medication-reminder-add.tsx	75	button/onPress		"<Animated.View entering={FadeInDown.delay(300).duration(300)}><Button label={editing ? t('saveChanges') : t('saveReminder')} variant=""gradient"" icon=""check_circle"" loading={saving} onPress={save} /></Animated.View>"
mobile	app/health/medication-reminder-list.tsx	35	api-call	'/health/reminders'	try { const response: any = await apiFetch('/health/reminders'); const rows = Array.isArray(response) ? response : response?.data; setReminders(Array.isArray(rows) ? rows : []); }
mobile	app/health/medication-reminder-list.tsx	43	api-call	`/health/reminders/${reminder.id}/log`	try { await apiFetch(`/health/reminders/${reminder.id}/log`, { method: 'POST', body: JSON.stringify({ status, time_key: dose.time_key, occurred_at: new Date().toISOString() }) }); if (status === 'taken') await cancelMedicationSnoozes(reminder.id, dose.time_key); await load(); }
mobile	app/health/medication-reminder-list.tsx	49	api-call	`/health/reminders/${id}`	try { await apiFetch(`/health/reminders/${id}`, { method: 'PATCH', body: JSON.stringify({ active: false }) }); await cancelMedicationNotifications(id); await load(); }
mobile	app/health/medication-reminder-list.tsx	70	button/onPress	'/health/medication-reminder-add'	"<View style={[styles.header, { paddingTop: insets.top + 16 }]}><Button label={t('add')} variant=""ghost"" size=""sm"" icon=""add"" full={false} onPress={() => router.push('/health/medication-reminder-add')} /><View style={styles.titleWrap}><AppText variant=""h3"">{t('reminderTitle')}</AppText><AppText variant=""caption"" color={colors.textTertiary}>{t('doseTimeline')}</AppText></View><IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} /></View>"
mobile	app/health/medication-reminder-list.tsx	75	button/onPress		"{error && <Card style={styles.error}><AppText variant=""bodySM"" color=""#B91C1C"" align=""right"">{error}</AppText><Button label={t('retry')} variant=""outline"" size=""sm"" full={false} onPress={load} /></Card>}"
mobile	app/health/medication-reminder-list.tsx	76	button/onPress	'/health/medication-reminder-add'	"{!error && reminders.length === 0 && <Card style={styles.empty}><AppText variant=""h6"">{t('noReminders')}</AppText><AppText variant=""bodySM"" color={colors.textTertiary} align=""right"">{t('noRemindersHint')}</AppText><Button label={t('addReminder')} variant=""gradient"" icon=""add"" onPress={() => router.push('/health/medication-reminder-add')} /></Card>}"
mobile	app/health/medication-reminder-list.tsx	86	button/onPress	{ pathname: '/health/medication-reminder-add', params: { id: reminder.id } }	"return <Card style={styles.reminder}><View style={styles.reminderHeading}><View style={{ flex: 1, alignItems: 'flex-end', gap: 3 }}><AppText variant=""h6"">{reminderName(reminder, t('medicineUnnamed'))}</AppText><AppText variant=""bodyXS"" color={colors.textTertiary}>{dosage}</AppText><AppText variant=""caption"" color={colors.textTertiary}>{`${t('frequencyAndDuration')}: ${frequencyLabel(reminder, t)}`}</AppText>{reminder.instructions_ar ? <AppText variant=""caption"" color={colors.textTertiary}>{reminder.instructions_ar}</AppText> : null}</View>{reminder.chronic && <Badge label={t('chronicMedication')} color={colors.warning} />}</View>{doses.map((dose) => <View key={dose.time_key} style={[styles.dose, { borderTopColor: colors.borderLight }]}><View style={[styles.dot, { backgroundColor: colorFor(dose.status) }]} /><View style={{ flex: 1, alignItems: 'flex-end', gap: 2 }}><AppText variant=""labelMD"">{t('doseTime', { time: dose.time_key })}</AppText><AppText variant=""caption"" color={colorFor(dose.status)}>{t(dose.status)}</AppText></View>{dose.status === 'pending' ? <View style={styles.actions}><Button label={t('takeDose')} variant=""primary"" size=""sm"" full={false} loading={actionKey === `${reminder.id}-${dose.time_key}-taken`} onPress={() => onLog(reminder, dose, 'taken')} /><Button label={t('skipDose')} variant=""outline"" size=""sm"" full={false} loading={actionKey === `${reminder.id}-${dose.time_key}-skipped`} onPress={() => onLog(reminder, dose, 'skipped')} /></View> : <Badge label={t(dose.status)} color={colorFor(dose.status)} />}</View>)}<View style={styles.footer}><Button label={t('edit')} variant=""ghost"" size=""sm"" full={false} onPress={() => router.push({ pathname: '/health/medication-reminder-add', params: { id: reminder.id } })} /><Button label={t('syncAlerts')} variant=""ghost"" size=""sm"" full={false} loading={actionKey === `sync-${reminder.id}`} onPress={() => onSync(reminder)} /><Button label={t('stopReminder')} variant=""ghost"" size=""sm"" full={false} loading={actionKey === `stop-${reminder.id}`} onPress={() => onStop(reminder.id)} /></View></Card>;"
mobile	app/health/medications.tsx	23	api-call	'/health/reminders'	try { const response: any = await apiFetch('/health/reminders'); const rows = Array.isArray(response) ? response : response?.data; setReminders(Array.isArray(rows) ? rows : []); }
mobile	app/health/medications.tsx	37	button/onPress	'/health/medication-reminder-add'	"<Button label={t('add')} variant=""ghost"" size=""sm"" icon=""add"" full={false} onPress={() => router.push('/health/medication-reminder-add')} />"
mobile	app/health/medications.tsx	39	button/onPress		"<IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} />"
mobile	app/health/medications.tsx	50	button/onPress		"{error && <Animated.View entering={FadeInDown.duration(280)}><Card style={styles.error}><AppText variant=""bodySM"" color=""#B91C1C"" align=""right"">{error}</AppText><Button label={t('retry')} variant=""outline"" size=""sm"" full={false} onPress={load} /></Card></Animated.View>}"
mobile	app/health/medications.tsx	51	button/onPress	'/health/medication-reminder-list'	<Animated.View entering={FadeInDown.delay(80).duration(360)}><NavigationCard title={t('remindersToday')} detail={reminders.length ? t('activeReminders', { count: reminders.length }) : t('noActiveReminders')} action={t('viewReminders')} tint={colors.primary} onPress={() => router.push('/health/medication-reminder-list')} /></Animated.View>
mobile	app/health/medications.tsx	52	button/onPress	'/health/medication-reminder-list'	<Animated.View entering={FadeInDown.delay(150).duration(360)}><NavigationCard title={t('deviceAlerts')} detail={t('deviceAlertsHint')} action={t('syncAlerts')} tint={colors.secondary} onPress={() => router.push('/health/medication-reminder-list')} /></Animated.View>
mobile	app/health/medications.tsx	53	button/onPress	'/health/medication-reminder-add'	<Animated.View entering={FadeInDown.delay(185).duration(360)}><NavigationCard title={t('addReminder')} detail={t('medicationAndDose')} action={t('add')} tint={colors.secondary} onPress={() => router.push('/health/medication-reminder-add')} /></Animated.View>
mobile	app/health/medications.tsx	54	button/onPress	'/health/chronic-medications'	<Animated.View entering={FadeInDown.delay(255).duration(360)}><NavigationCard title={t('chronicMeds')} detail={chronic ? t('chronicCount', { count: chronic }) : t('chronicHint')} action={t('manage')} tint={colors.warning} onPress={() => router.push('/health/chronic-medications')} /></Animated.View>
mobile	app/health/medications.tsx	55	button/onPress	'/health/prescriptions'	<Animated.View entering={FadeInDown.delay(325).duration(360)}><NavigationCard title={t('prescriptions')} detail={t('prescriptionsHint')} action={t('viewPrescriptions')} tint={colors.info} onPress={() => router.push('/health/prescriptions')} /></Animated.View>
mobile	app/health/medications.tsx	62	button/onPress		"return <Card style={styles.navCard}><View style={[styles.tintBar, { backgroundColor: tint }]} /><View style={styles.navCopy}><AppText variant=""h6"">{title}</AppText><AppText variant=""caption"" color={colors.textTertiary}>{detail}</AppText></View><Button label={action} variant=""outline"" size=""sm"" full={false} onPress={onPress} /></Card>;"
mobile	app/health/prescriptions.tsx	26	api-call	'/health/prescriptions'	const res = await apiFetch('/health/prescriptions');
mobile	app/health/prescriptions.tsx	42	button/onPress	'/pharmacy/rx-order'	"<IconButton icon=""camera"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.push('/pharmacy/rx-order')} />"
mobile	app/health/prescriptions.tsx	44	button/onPress		"<IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} />"
mobile	app/health/prescriptions.tsx	69	button/onPress	'/(tabs	onPress={() => router.push('/(tabs)/pharmacy')}
mobile	app/health/prescriptions.tsx	76	button/onPress		onPress={() => {
mobile	app/health/refills.tsx	27	api-call	'/health/reminders?active=1'	apiFetch('/health/reminders?active=1')
mobile	app/health/refills.tsx	68	api-call	`/health/reminders/${id}/refill`	const res = await apiFetch(`/health/reminders/${id}/refill`, { method: 'POST' });
mobile	app/health/refills.tsx	77	navigation	{ pathname: '/pharmacy/order-tracking', params: tracking }	[{ text: 'تتبع الطلب', onPress: () => router.push({ pathname: '/pharmacy/order-tracking', params: tracking }) }, { text: 'حسناً', style: 'cancel' }],
mobile	app/health/refills.tsx	87	navigation	'/profile/addresses'	{ text: 'إضافة عنوان', onPress: () => router.push('/profile/addresses') }, { text: 'إلغاء', style: 'cancel' },
mobile	app/health/refills.tsx	107	button/onPress		"<IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} />"
mobile	app/health/refills.tsx	130	button/onPress		"<Button label=""إعادة المحاولة"" variant=""outline"" size=""sm"" full={false} onPress={loadRefills} />"
mobile	app/health/refills.tsx	177	button/onPress		onPress={() => handleReorder(med.id)}
mobile	app/health/reports.tsx	19	api-call	'/health/reports'	try { const response: any = await apiFetch('/health/reports'); const rows = Array.isArray(response) ? response : response?.data; setReports(Array.isArray(rows) ? rows : []); }
mobile	app/health/reports.tsx	27	button/onPress		"<View style={[styles.header, { paddingTop: insets.top + 16 }]}><View style={{ width: 44 }} /><AppText variant=""h3"">تقاريري الصحية</AppText><IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} /></View>"
mobile	app/health/reports.tsx	28	button/onPress		"{loading ? <View style={styles.center}><ActivityIndicator color={colors.primary} /><AppText variant=""bodySM"" color={colors.textTertiary}>جارٍ تحميل التقارير…</AppText></View> : <FlatList data={reports} keyExtractor={(item) => item.id} contentContainerStyle={[styles.list, { paddingBottom: insets.bottom + 32 }]} ListHeaderComponent={<>{error && <Card style={styles.error}><AppText variant=""bodySM"" color=""#B91C1C"" align=""right"">{error}</AppText><Button label=""إعادة المحاولة"" variant=""outline"" size=""sm"" full={false} onPress={load} /></Card>}{!error && reports.length === 0 && <Card style={styles.empty}><AppText variant=""h6"">لا توجد تقارير متاحة</AppText><AppText variant=""bodySM"" color={colors.textTertiary} align=""right"">عند إصدار تقرير مرتبط بحسابك سيظهر هنا. لا تُعرض درجات أو ملخصات غير موجودة في بيانات التقرير.</AppText></Card>}</>} renderItem={({ item }) => <Card style={styles.report}><View style={styles.row}><View style={{ flex: 1, alignItems: 'flex-end', gap: 4 }}><AppText variant=""h6"">{item.title || 'تقرير صحي'}</AppText>{item.type && <AppText variant=""caption"" color={colors.textTertiary}>{item.type}</AppText>}{item.doctor && <AppText variant=""caption"" color={colors.textTertiary}>{item.doctor}</AppText>}{item.facility && <AppText variant=""caption"" color={colors.textTertiary}>{item.facility}</AppText>}<AppText variant=""caption"" color={colors.textTertiary}>{item.date || 'تاريخ الإصدار غير متاح'}</AppText></View>{item.critical && <Badge label=""تنبيه من التقرير"" color={colors.warning} />}</View>{item.has_attachments && <AppText variant=""caption"" color={colors.textTertiary} align=""right"">يتضمن التقرير مرفقات متاحة من مقدم الخدمة.</AppText>}</Card>} />}"
mobile	app/health/sleep-score.tsx	34	api-call	'/health/sleep?limit=30'	const res = await apiFetch('/health/sleep?limit=30');
mobile	app/health/sleep-score.tsx	69	button/onPress		"<IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} />"
mobile	app/health/sleep-score.tsx	83	button/onPress		"<Button label=""إعادة المحاولة"" variant=""gradient"" icon=""refresh"" onPress={load} />"
mobile	app/health/sleep-score.tsx	117	button/onPress	'/health/sleep-tracker'	onPress={() => router.push('/health/sleep-tracker')}
mobile	app/health/sleep-tracker.tsx	36	api-call	'/health/sleep?limit=30'	const res = await apiFetch('/health/sleep?limit=30');
mobile	app/health/sleep-tracker.tsx	71	api-call	'/health/sleep'	await apiFetch('/health/sleep', {
mobile	app/health/sleep-tracker.tsx	98	button/onPress		"<IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} />"
mobile	app/health/sleep-tracker.tsx	107	button/onPress		"<Button label=""إعادة المحاولة"" variant=""gradient"" icon=""refresh"" onPress={load} />"
mobile	app/health/sleep-tracker.tsx	180	button/onPress		"<Button label=""حفظ القراءة"" variant=""gradient"" icon=""check_circle"" loading={saving} onPress={addReading} />"
mobile	app/health/trends.tsx	141	api-call	'/health/trends'	const res = await apiFetch('/health/trends');
mobile	app/health/trends.tsx	160	button/onPress		"<IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} />"
mobile	app/health/trends.tsx	203	button/onPress		onPress={() => {
mobile	app/health/trends.tsx	223	button/onPress		onPress={() => router.back()}
mobile	app/health/trends.tsx	265	button/onPress		onPress={() => setActiveVital(v.id)}
mobile	app/health/trends.tsx	350	button/onPress		onPress={() => setTimeFilter(f.key)}
mobile	app/health/trends.tsx	464	button/onPress		onPress={() => setActiveVital(v.id)}
mobile	app/health/trends.tsx	503	button/onPress		onPress={() => {
mobile	app/health/vitals-log.tsx	35	api-call	`/health/vitals?type=${type}&limit=30`	try { const response: any = await apiFetch(`/health/vitals?type=${type}&limit=30`); const rows = Array.isArray(response) ? response : response?.data; setReadings(Array.isArray(rows) ? rows : []); }
mobile	app/health/vitals-log.tsx	48	api-call	'/health/vitals'	await apiFetch('/health/vitals', { method: 'POST', body: JSON.stringify(payload) });
mobile	app/health/vitals-log.tsx	56	button/onPress		"<View style={[styles.header, { paddingTop: insets.top + 16 }]}><Button label=""إضافة"" variant=""ghost"" size=""sm"" icon=""add"" full={false} onPress={() => setShowForm(true)} /><AppText variant=""h3"">سجل القراءات</AppText><IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} /></View>"
mobile	app/health/vitals-log.tsx	58	button/onPress		"<View style={styles.types}>{TYPES.map((item) => <TouchableOpacity key={item.key} onPress={() => setType(item.key)} style={[styles.type, { backgroundColor: type === item.key ? item.color : colors.surfaceSecondary, borderColor: type === item.key ? item.color : colors.border }]}><AppText variant=""labelSM"" color={type === item.key ? '#fff' : colors.textPrimary}>{item.label}</AppText></TouchableOpacity>)}</View>"
mobile	app/health/vitals-log.tsx	60	button/onPress		"{error && <Card style={styles.error}><AppText variant=""bodySM"" color=""#B91C1C"" align=""right"">{error}</AppText><Button label=""إعادة المحاولة"" variant=""outline"" size=""sm"" full={false} onPress={load} /></Card>}"
mobile	app/health/vitals-log.tsx	61	button/onPress		"{loading ? <View style={styles.center}><ActivityIndicator color={colors.primary} /><AppText variant=""bodySM"" color={colors.textTertiary}>جارٍ تحميل السجل…</AppText></View> : readings.length === 0 ? <Card style={styles.empty}><AppText variant=""h6"">لا توجد قراءات لهذا المؤشر</AppText><AppText variant=""bodySM"" color={colors.textTertiary} align=""right"">لن نرسم اتجاهاً أو متوسطاً قبل وجود بيانات فعلية.</AppText><Button label=""إضافة قراءة"" variant=""gradient"" onPress={() => setShowForm(true)} /></Card> : <><AppText variant=""bodySM"" color={colors.textTertiary} align=""right"">آخر {readings.length} قراءة محفوظة</AppText>{readings.map((reading) => <Card key={reading.id} style={styles.reading}><View style={{ flex: 1, alignItems: 'flex-end', gap: 3 }}><AppText variant=""h5"" color={config.color}>{reading.value} {reading.unit || config.unit}</AppText><AppText variant=""caption"" color={colors.textTertiary}>{displayDate(reading.measured_at)}{reading.context ? ` · ${reading.context}` : ''}</AppText></View></Card>)}</>}"
mobile	app/health/vitals-log.tsx	63	button/onPress		"{showForm && <View style={[styles.overlay, { backgroundColor: colors.overlay }]}><View style={[styles.sheet, { backgroundColor: colors.surface }]}><View style={styles.sheetHeader}><View style={{ width: 36 }} /><AppText variant=""h4"">إضافة {config.label}</AppText><IconButton icon=""close"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => setShowForm(false)} /></View>{type === 'bp' ? <View style={styles.bp}><Input value={primary} onChangeText={setPrimary} placeholder=""الانقباضي"" keyboardType=""numeric"" style={{ flex: 1 }} /><Input value={secondary} onChangeText={setSecondary} placeholder=""الانبساطي"" keyboardType=""numeric"" style={{ flex: 1 }} /></View> : <Input value={primary} onChangeText={setPrimary} placeholder={`القراءة (${config.unit})`} keyboardType=""numeric"" />}<SegmentedControl value={context} onChange={setContext} options={[{ key: 'morning', label: 'صباحاً' }, { key: 'afternoon', label: 'ظهراً' }, { key: 'evening', label: 'مساءً' }]} /><Button label=""حفظ القراءة"" variant=""gradient"" icon=""check_circle"" loading={saving} onPress={save} /></View></View>}"
mobile	app/health/vitals.tsx	27	api-call	'/health/vitals/summary'	const response: any = await apiFetch('/health/vitals/summary');
mobile	app/health/vitals.tsx	39	button/onPress		"<View style={[styles.header, { paddingTop: insets.top + 16 }]}><View style={{ width: 44 }} /><AppText variant=""h3"">مؤشراتي الحيوية</AppText><IconButton icon=""back"" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} /></View>"
mobile	app/health/vitals.tsx	42	button/onPress		"{error && <Card style={styles.error}><AppText variant=""bodySM"" color=""#B91C1C"" align=""right"">{error}</AppText><Button label=""إعادة المحاولة"" variant=""outline"" size=""sm"" full={false} onPress={load} /></Card>}"
mobile	app/health/vitals.tsx	43	button/onPress	'/health/vitals-log'	"{!error && items.length === 0 && <Card style={styles.empty}><AppText variant=""h6"">لا توجد قراءات مسجلة</AppText><AppText variant=""bodySM"" color={colors.textTertiary} align=""right"">أضف قراءة جديدة لتظهر هنا. لا تُستخدم قيم افتراضية عند عدم وجود بيانات.</AppText><Button label=""إضافة قراءة"" variant=""gradient"" icon=""add"" onPress={() => router.push('/health/vitals-log')} /></Card>}"
mobile	app/health/vitals.tsx	44	button/onPress	{ pathname: '/health/vitals-log', params: { type: item.key } } as any	"<View style={styles.grid}>{items.map((item) => <Card key={item.key} onPress={() => router.push({ pathname: '/health/vitals-log', params: { type: item.key } } as any)} style={styles.vital}><View style={{ alignItems: 'flex-end', gap: 5 }}><AppText variant=""bodySM"" color={colors.textSecondary}>{item.label}</AppText><View style={styles.valueRow}><AppText variant=""h3"" color={item.color || colors.primary}>{item.value}</AppText><AppText variant=""caption"" color={colors.textTertiary}>{item.unit}</AppText></View><AppText variant=""caption"" color={colors.textTertiary}>{arabicDate(item.measured_at)}</AppText></View></Card>)}</View>"
mobile	app/health/vitals.tsx	45	button/onPress	'/health/vitals-log'	"<Button label=""إضافة قراءة جديدة"" variant=""gradient"" icon=""add"" onPress={() => router.push('/health/vitals-log')} />"
