screen_or_member	domain	role	static_actions_api_state_signals	backend/payment/journey_status	gap_or_required_test
audit-artifacts/full-audit-20260823/sandbox-env-presence.txt	consultation/booking	config/build	3: NABD_SANDBOX_PATIENT_OTP=missing || 6: NABD_SANDBOX_PAYMENT_METHOD_ID=missing	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/full-audit-20260823/summary.json	cross-surface	source/config	"7: ""web_routes"": 69,"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/full-audit-20260823/mobile_source_files.txt	pharmacy/orders	source/config	4: /home/ubuntu/nabdah_review/extracted/mobile/app/(auth)/login.tsx || 8: /home/ubuntu/nabdah_review/extracted/mobile/app/(auth)/register.tsx || 34: /home/ubuntu/nabdah_review/extracted/mobile/app/articles/bookmarks.tsx || 40: /home/ubuntu/nabdah_review/extracted/mobile/app/consultations/book/[id].tsx || 41: /home/ubuntu/nabdah_review/extracted/mobile/app/consultations/booking-confirm.tsx || 42: /home/ubuntu/nabdah_review/extracted/mobile/app/consultations/booking-pending.tsx || 43: /home/ubuntu/nabdah_review/extracted/mobile/app/consultations/booking-success.tsx || 45: /home/ubuntu/nabdah_review/extracted/mobile/app/consultations/cancel-reschedule.tsx || 67: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/book-sample.tsx || 68: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/booking-confirm.tsx || 69: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/booking-success.tsx || 71: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/checkout.tsx || 21: /home/ubuntu/nabdah_review/extracted/mobile/app/(tabs)/nursing.tsx || 22: /home/ubuntu/nabdah_review/extracted/mobile/app/(tabs)/pharmacy.tsx || 39: /home/ubuntu/nabdah_review/extracted/mobile/app/consultations/appointments.tsx || 72: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/insurance-approval.tsx || 73: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/insurance-upload.tsx || 78: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/orders.tsx || 131: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/add-policy.tsx || 132: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/approval-pending.tsx || 133: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/benefits-summary.tsx || 134: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/claim-tracking.tsx || 135: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/copay.tsx || 136: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/coverage-check.tsx	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/full-audit-20260823/phase9-prod-advisories-normalized.json	cross-surface	source/config		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/full-audit-20260823/PHASE2_PARITY_MATRIX_REVIEW_AR.md	pharmacy/orders	source/config	5: تم إنشاء مصفوفة parity قابلة لإعادة التشغيل تغطي **250 ملف شاشة/مسار Mobile**، وتربط كل ملف بمؤشرات التنقل والأفعال وHTTP methods وcandidate routes في Web. هذه المرحلة أُغلقت كمرحلة **Inventory/Mapping baseline**، لكنها لا تدعي أن كل شاشة أ || 11: | `partial-route-contract-review` | 14 | يوجد route مرشح ومؤشرات API/action، لكن يلزم مراجعة العقد والاختبارات قبل Done | || 12: | `partial-route-only` | 36 | يوجد route مرشح بالاسم أو alias، لكن وجود route لا يثبت action parity أو contract parity | || 13: | `missing-or-merged-route-review` | 200 | لا يوجد تطابق route مباشر؛ قد تكون الشاشة مدمجة في تدفق آخر أو مفقودة، وتحتاج قراراً وظيفياً | || 15: التصنيف أعلاه **محافظ ومتعمد**. تشابه اسم الملف لا يكفي لإغلاق الرحلة، كما أن route Web الواحد قد يجمع عدة شاشات Mobile. لذلك لن تُنقل أي خانة إلى `Done` إلا بعد مطابقة action-by-action واختبار العقد. || 19: تظهر أعلى كثافة فجوات غير محسومة في consultations subflows، diagnostics booking/results/tracking، family permissions/calendar/member-health، health medication/wearables، pharmacy returns/chat/broadcast/OCR، AI، emergency/SOS، wallet، matern || 23: تتحقق بوابة الخروج عندما توجد لكل رحلة وشاشة: route Web أو قرار دمج موثق، action list، endpoint/method حي أو contract evidence، ownership scope، loading/empty/error/not-found states، واختبارات قبول. المصفوفة الحالية تحقق inventory وmapping  || 31: - `web_pages_files.txt` || 32: - `web_api_routes_files.txt` || 11: | `partial-route-contract-review` | 14 | يوجد route مرشح ومؤشرات API/action، لكن يلزم مراجعة العقد والاختبارات قبل Done | || 19: تظهر أعلى كثافة فجوات غير محسومة في consultations subflows، diagnostics booking/results/tracking، family permissions/calendar/member-health، health medication/wearables، pharmacy returns/chat/broadcast/OCR، AI، emergency/SOS، wallet، matern || 23: تتحقق بوابة الخروج عندما توجد لكل رحلة وشاشة: route Web أو قرار دمج موثق، action list، endpoint/method حي أو contract evidence، ownership scope، loading/empty/error/not-found states، واختبارات قبول. المصفوفة الحالية تحقق inventory وmapping  || 23: تتحقق بوابة الخروج عندما توجد لكل رحلة وشاشة: route Web أو قرار دمج موثق، action list، endpoint/method حي أو contract evidence، ownership scope، loading/empty/error/not-found states، واختبارات قبول. المصفوفة الحالية تحقق inventory وmapping  || 19: تظهر أعلى كثافة فجوات غير محسومة في consultations subflows، diagnostics booking/results/tracking، family permissions/calendar/member-health، health medication/wearables، pharmacy returns/chat/broadcast/OCR، AI، emergency/SOS، wallet، matern || 23: تتحقق بوابة الخروج عندما توجد لكل رحلة وشاشة: route Web أو قرار دمج موثق، action list، endpoint/method حي أو contract evidence، ownership scope، loading/empty/error/not-found states، واختبارات قبول. المصفوفة الحالية تحقق inventory وmapping 	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/full-audit-20260823/phase5-domain-inventory.txt	pharmacy/orders	source/config	"51: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/refund-status.tsx || 52: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/submit-claim.tsx || 72: /home/ubuntu/nabdah_review/extracted/mobile/app/health/edit-profile.tsx:40:    try { await apiFetch('/medical-profile', { method: 'PATCH', body: JSON.stringify({ ...draft, height_cm, weight_kg }) }); router.back(); } || 73: /home/ubuntu/nabdah_review/extracted/mobile/app/health/edit-profile.tsx:57:      const upload: any = await apiFetch('/media/upload', { method: 'POST', body: formData }); || 90: /home/ubuntu/nabdah_review/extracted/mobile/app/health/medication-reminder-list.tsx:43:    try { await apiFetch(`/health/reminders/${reminder.id}/log`, { method: 'POST', body: JSON.stringify({ status, time_key: dose.time_key, occurred_at: n || 91: /home/ubuntu/nabdah_review/extracted/mobile/app/health/medication-reminder-list.tsx:49:    try { await apiFetch(`/health/reminders/${id}`, { method: 'PATCH', body: JSON.stringify({ active: false }) }); await cancelMedicationNotifications(id || 129: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/refund-status.tsx:33:    apiFetch('/refunds/my') || 131: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/submit-claim.tsx:27:      await apiFetch(""/insurance/claims/submit"", { || 154: === web pages === || 155: app/[locale]/chat/[threadId]/page.tsx || 156: app/[locale]/chat/page.tsx || 157: app/[locale]/family/page.tsx || 40: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/add-policy.tsx || 41: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/approval-pending.tsx || 42: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/benefits-summary.tsx || 43: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/claim-tracking.tsx || 44: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/copay.tsx || 45: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/coverage-check.tsx || 46: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/hub.tsx || 47: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/index.tsx || 48: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/network-providers.tsx || 49: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/payment-split.tsx || 50: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/policy-detail.tsx || 51: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/refund-status.tsx"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/full-audit-20260823/phase9-babel-why-prod.txt	cross-surface	config/build		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/full-audit-20260823/phase4-domain-inventory.txt	pharmacy/orders	source/config	"5: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/insurance-upload.tsx:47:        const res = await apiFetch('/providers?type=lab'); || 6: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/insurance-upload.tsx:55:        const res = await apiFetch('/insurance/companies'); || 7: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/insurance-upload.tsx:73:        const res = await apiFetch(`/insurance/companies/${selCompany}/networks`); || 8: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/insurance-upload.tsx:124:        const res = await apiFetch('/ai/ocr-translate', { || 9: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/insurance-upload.tsx:358:                const res = await apiFetch('/orders/create', { || 12: /home/ubuntu/nabdah_review/extracted/mobile/app/nursing/live-tracking.tsx:85:        const res = await apiFetch(`/nursing/visits/${bookingId}/tracking`); || 15: /home/ubuntu/nabdah_review/extracted/mobile/app/nursing/nurse-profile.tsx:133:      const res = await apiFetch('/home-care/bookings', { method: 'POST', body: JSON.stringify(payload) }); || 23: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/order/[id].tsx:35:          const res = await apiFetch(`/radiology/bookings/${id}`); || 24: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/order/[id].tsx:40:          const res = await apiFetch(`/labs/bookings/${id}`); || 25: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/order/[id].tsx:61:          const response = await apiFetch(`${base}/bookings/${id}/cancel`, { method: 'POST' }); || 26: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/orders.tsx:31:          apiFetch(""/labs/bookings/mine"").catch(() => null), || 27: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/orders.tsx:32:          apiFetch(""/radiology/bookings/mine"").catch(() => null), || 2: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/cart.tsx:30:      apiFetch(`/labs/compatible-providers?testIds=${ids}`) || 3: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/insurance-approval.tsx:37:        const res = await apiFetch(`/orders/${orderId}`); || 4: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/insurance-approval.tsx:78:        await apiFetch(`/orders/${orderId}/items/${item.id}/opt-in-cash`, { || 5: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/insurance-upload.tsx:47:        const res = await apiFetch('/providers?type=lab'); || 6: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/insurance-upload.tsx:55:        const res = await apiFetch('/insurance/companies'); || 7: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/insurance-upload.tsx:73:        const res = await apiFetch(`/insurance/companies/${selCompany}/networks`); || 8: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/insurance-upload.tsx:124:        const res = await apiFetch('/ai/ocr-translate', { || 9: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/insurance-upload.tsx:358:                const res = await apiFetch('/orders/create', { || 10: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/lab-comparison.tsx:34:      apiFetch(`/labs/services/${id}`), || 11: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/lab-comparison.tsx:35:      apiFetch(`/labs/compatible-providers?testIds=${id}`) || 12: /home/ubuntu/nabdah_review/extracted/mobile/app/nursing/live-tracking.tsx:85:        const res = await apiFetch(`/nursing/visits/${bookingId}/tracking`); || 13: /home/ubuntu/nabdah_review/extracted/mobile/app/nursing/nurse-profile.tsx:88:        const nurseData = await apiFetch(`/home-care/providers/${nurseId}`);"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/full-audit-20260823/phase3-contract-baseline.txt	pharmacy/orders	source/config	"2: app/api/auth/otp/verify/route.ts:7:export async function POST(request: Request) { || 3: app/api/auth/otp/verify/route.ts:10:  const upstream = await callPatientApi(""/auth/otp/verify"", { method: ""POST"", headers: { ""content-type"": ""application/json"" }, body: JSON.stringify(input.data) }); || 4: app/api/auth/otp/request/route.ts:7:export async function POST(request: Request) { || 5: app/api/auth/otp/request/route.ts:10:  const upstream = await callPatientApi(""/auth/otp/request"", { method: ""POST"", headers: { ""content-type"": ""application/json"" }, body: JSON.stringify(input.data) }); || 6: app/api/auth/verify-2fa/route.ts:8:export async function POST(request: Request) { || 7: app/api/auth/verify-2fa/route.ts:11:  const upstream = await callPatientApi(""/auth/login/verify-2fa"", { method: ""POST"", headers: { ""content-type"": ""application/json"" }, body: JSON.stringify(input.data) }); || 8: app/api/auth/session/exchange/route.ts:7:export async function POST(request: Request) { || 9: app/api/auth/session/exchange/route.ts:12:  const upstream = await callPatientApi(""/auth/session/exchange"", { method: ""POST"", headers: { cookie, ""x-device-id"": request.headers.get(""x-nabd-device-id"") || crypto.randomUUID() } }); || 10: app/api/auth/session/route.ts:5:export async function GET() { const token = (await cookies()).get(authCookieNames.access)?.value; if (!token) return NextResponse.json({ authenticated: false }, { status: 401 }); const upstream = await callPa || 11: app/api/auth/logout/route.ts:5:export async function POST() { const token = (await cookies()).get(authCookieNames.access)?.value; if (token) await callPatientApi(""/auth/logout"", { method: ""POST"" }, token).catch(() => undefined); const respo || 12: app/api/auth/login/route.ts:8:export async function POST(request: Request) { || 13: app/api/auth/login/route.ts:11:  const upstream = await callPatientApi(""/auth/login"", { method: ""POST"", headers: { ""content-type"": ""application/json"" }, body: JSON.stringify(input.data) }); || 2: app/api/auth/otp/verify/route.ts:7:export async function POST(request: Request) { || 3: app/api/auth/otp/verify/route.ts:10:  const upstream = await callPatientApi(""/auth/otp/verify"", { method: ""POST"", headers: { ""content-type"": ""application/json"" }, body: JSON.stringify(input.data) }); || 4: app/api/auth/otp/request/route.ts:7:export async function POST(request: Request) { || 5: app/api/auth/otp/request/route.ts:10:  const upstream = await callPatientApi(""/auth/otp/request"", { method: ""POST"", headers: { ""content-type"": ""application/json"" }, body: JSON.stringify(input.data) }); || 6: app/api/auth/verify-2fa/route.ts:8:export async function POST(request: Request) { || 7: app/api/auth/verify-2fa/route.ts:11:  const upstream = await callPatientApi(""/auth/login/verify-2fa"", { method: ""POST"", headers: { ""content-type"": ""application/json"" }, body: JSON.stringify(input.data) }); || 8: app/api/auth/session/exchange/route.ts:7:export async function POST(request: Request) { || 9: app/api/auth/session/exchange/route.ts:12:  const upstream = await callPatientApi(""/auth/session/exchange"", { method: ""POST"", headers: { cookie, ""x-device-id"": request.headers.get(""x-nabd-device-id"") || crypto.randomUUID() } }); || 10: app/api/auth/session/route.ts:5:export async function GET() { const token = (await cookies()).get(authCookieNames.access)?.value; if (!token) return NextResponse.json({ authenticated: false }, { status: 401 }); const upstream = await callPa || 11: app/api/auth/logout/route.ts:5:export async function POST() { const token = (await cookies()).get(authCookieNames.access)?.value; if (token) await callPatientApi(""/auth/logout"", { method: ""POST"" }, token).catch(() => undefined); const respo || 12: app/api/auth/login/route.ts:8:export async function POST(request: Request) { || 13: app/api/auth/login/route.ts:11:  const upstream = await callPatientApi(""/auth/login"", { method: ""POST"", headers: { ""content-type"": ""application/json"" }, body: JSON.stringify(input.data) });"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/full-audit-20260823/web-mock-placeholder-scan.txt	pharmacy/orders	source/config	"1: components-next/retry-button.test.tsx:6:vi.mock(""next/navigation"", () => ({ useRouter: () => ({ refresh: state.refresh }) })); || 2: components-next/retry-button.test.tsx:7:vi.mock(""next-intl"", () => ({ useTranslations: () => () => ""retry"" })); || 44: app/[locale]/home-care/services/services-ssr.test.ts:12:  it(""renders public list fields only"", async () => { state.list.mockResolvedValue(new Response(JSON.stringify([{ id: ""svc-1"", name_en: ""Home nursing"", price: 120, patient_id: ""private || 45: app/[locale]/home-care/services/services-ssr.test.ts:13:  it(""renders detail without creating a booking or fallback data"", async () => { state.detail.mockResolvedValue(new Response(JSON.stringify({ data: { id: ""svc-1"", name_en: ""Home nursin || 49: app/[locale]/consultations/doctors/doctors-ssr.test.ts:2:const state=vi.hoisted(()=>({get:vi.fn()})); vi.mock(""next-intl/server"",()=>({getTranslations:async()=> (k:string)=>k,setRequestLocale:vi.fn()})); vi.mock(""@/lib/i18n"",()=>({isLocale: || 50: app/[locale]/consultations/doctors/doctors-ssr.test.ts:3:describe(""doctors SSR"",()=>{beforeEach(()=>state.get.mockReset());it(""renders public doctor fields without private data"",async()=>{state.get.mockResolvedValue(new Response(JSON.string || 51: app/api/appointments/[appointmentId]/call-token/route.test.ts:3:vi.mock(""@/lib/api/upstream"",()=>({callPatientApi:state.call})); vi.mock(""next/headers"",()=>({cookies:async()=>state.cookies})); || 52: app/api/appointments/[appointmentId]/call-token/route.test.ts:6:describe(""call-token BFF"",()=>{beforeEach(()=>{state.call.mockReset();state.cookies.get.mockImplementation((n:string)=>n===""nabd_access""?{value:""server-access""}:undefined)});it || 53: app/[locale]/consultations/doctors/page.tsx:17:  return <main className={`main ${styles.page}`}><section className={styles.hero}><div><p className={styles.eyebrow}>{t(""eyebrow"")}</p><h1>{t(""title"")}</h1><p className={styles.subtitle}>{t(""su || 64: app/api/appointments/[appointmentId]/reschedule/route.test.ts:3:vi.mock(""@/lib/api/upstream"",()=>({callPatientApi:state.call})); vi.mock(""next/headers"",()=>({cookies:async()=>state.cookies})); || 65: app/api/appointments/[appointmentId]/reschedule/route.test.ts:7:describe(""appointment reschedule BFF"",()=>{beforeEach(()=>{state.call.mockReset();state.cookies.get.mockImplementation((n:string)=>n===""nabd_access""?{value:""server-access""}:und || 66: app/[locale]/consultations/specialties/page.tsx:31:    <form className={styles.search} method=""get"" role=""search""><Search size={18} aria-hidden=""true"" /><label className=""sr-only"" htmlFor=""specialty-search"">{t(""searchLabel"")}</label><input  || 3: lib/api/radiology-server.test.ts:3:vi.mock(""@/lib/api/upstream"", () => ({ callPatientApi: call })); || 4: lib/api/radiology-server.test.ts:10:    const path = call.mock.calls[0][0] as string; expect(path).toContain(""modality=mri""); expect(path).toContain(""body_part=brain""); expect(path).not.toContain(""evil""); expect(call.mock.calls[0][1]).not.t || 5: lib/api/labs-server.test.ts:3:const fetchMock = vi.fn(); || 6: lib/api/labs-server.test.ts:4:vi.stubGlobal(""fetch"", fetchMock); || 7: lib/api/labs-server.test.ts:5:vi.mock(""@/lib/api/upstream"", () => ({ patientApiUrl: (path: string) => `https://api.test${path}` })); || 8: lib/api/labs-server.test.ts:10:  beforeEach(() => fetchMock.mockReset()); || 9: lib/api/labs-server.test.ts:12:    fetchMock.mockResolvedValue(new Response(""[]"", { status: 200 })); || 10: lib/api/labs-server.test.ts:14:    const [url, init] = fetchMock.mock.calls[0]; || 11: lib/api/doctors-slots-server.test.ts:2:describe(""doctor slots wrapper"",()=>{const old=globalThis.fetch;beforeEach(()=>{globalThis.fetch=vi.fn().mockResolvedValue(new Response(""{}"",{status:200}))});afterEach(()=>{globalThis.fetch=old;vi.rest || 12: lib/api/doctors-detail-server.test.ts:3:describe(""doctor detail wrapper"",()=>{const old=globalThis.fetch;beforeEach(()=>{globalThis.fetch=vi.fn().mockResolvedValue(new Response(""{}"",{status:200}))});afterEach(()=>{globalThis.fetch=old;vi.re || 13: lib/api/doctors-server.test.ts:3:describe(""public doctors wrapper"", () => { const original=globalThis.fetch; beforeEach(()=>{globalThis.fetch=vi.fn().mockResolvedValue(new Response(""[]"",{status:200}));}); afterEach(()=>{globalThis.fetch=ori || 14: lib/api/home-care-services-server.test.ts:6:  beforeEach(() => { globalThis.fetch = vi.fn().mockResolvedValue(new Response(JSON.stringify([]), { status: 200 })); });"	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/full-audit-20260823/PHASE9_SECURITY_DEPENDENCY_REVIEW_AR.md	diagnostics/homecare	source/config	5: فحص production source لم يجد `localStorage` أو `sessionStorage` أو `document.cookie` لحفظ access/refresh/exchange tokens، ولم يجد direct browser calls إلى `api.nabd.plus` في السطوح المراجعة. طبقة BFF هي الحد الفاصل، وallowlist العامة مقيّدة || 22: يلزم أيضاً اختبار CSP/security headers على production response، session fixation/logout/refresh rotation، CSRF posture لكل mutation، rate limits، payload size limits، log redaction، replay/idempotency، owner/stranger/unauth، وعدم تسريب prov || 5: فحص production source لم يجد `localStorage` أو `sessionStorage` أو `document.cookie` لحفظ access/refresh/exchange tokens، ولم يجد direct browser calls إلى `api.nabd.plus` في السطوح المراجعة. طبقة BFF هي الحد الفاصل، وallowlist العامة مقيّدة || 22: يلزم أيضاً اختبار CSP/security headers على production response، session fixation/logout/refresh rotation، CSRF posture لكل mutation، rate limits، payload size limits، log redaction، replay/idempotency، owner/stranger/unauth، وعدم تسريب prov || 22: يلزم أيضاً اختبار CSP/security headers على production response، session fixation/logout/refresh rotation، CSRF posture لكل mutation، rate limits، payload size limits، log redaction، replay/idempotency، owner/stranger/unauth، وعدم تسريب prov	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/full-audit-20260823/mobile_screen_files.txt	pharmacy/orders	ui/screen	3: /home/ubuntu/nabdah_review/extracted/mobile/app/(auth)/login.tsx || 7: /home/ubuntu/nabdah_review/extracted/mobile/app/(auth)/register.tsx || 32: /home/ubuntu/nabdah_review/extracted/mobile/app/articles/bookmarks.tsx || 38: /home/ubuntu/nabdah_review/extracted/mobile/app/consultations/book/[id].tsx || 39: /home/ubuntu/nabdah_review/extracted/mobile/app/consultations/booking-confirm.tsx || 40: /home/ubuntu/nabdah_review/extracted/mobile/app/consultations/booking-pending.tsx || 41: /home/ubuntu/nabdah_review/extracted/mobile/app/consultations/booking-success.tsx || 43: /home/ubuntu/nabdah_review/extracted/mobile/app/consultations/cancel-reschedule.tsx || 65: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/book-sample.tsx || 66: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/booking-confirm.tsx || 67: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/booking-success.tsx || 69: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/checkout.tsx || 20: /home/ubuntu/nabdah_review/extracted/mobile/app/(tabs)/nursing.tsx || 21: /home/ubuntu/nabdah_review/extracted/mobile/app/(tabs)/pharmacy.tsx || 37: /home/ubuntu/nabdah_review/extracted/mobile/app/consultations/appointments.tsx || 70: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/insurance-approval.tsx || 71: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/insurance-upload.tsx || 76: /home/ubuntu/nabdah_review/extracted/mobile/app/diagnostics/orders.tsx || 129: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/add-policy.tsx || 130: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/approval-pending.tsx || 131: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/benefits-summary.tsx || 132: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/claim-tracking.tsx || 133: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/copay.tsx || 134: /home/ubuntu/nabdah_review/extracted/mobile/app/insurance/coverage-check.tsx	UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
audit-artifacts/full-audit-20260823/phase9-pnpm-audit-prod.txt	cross-surface	source/config		UNVERIFIED_BASELINE_ONLY	Require screen CTA→API/socket→handler/DB/state→payment/insurance→notification/result mapping; owner/stranger/unauth and negative/loading/empty/retry/cancel tests
